ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000124357	-0.324738052935627	-1.25243701565825	9.91639944423851	-2.19100233064067	0.0403183226338444	0.114299659781399	-4.33859564131805
ENSG00000141524	-0.355999944370549	-1.2798723644932	7.45180888062458	-2.19090747560571	0.0403261219382226	0.114305657265623	-4.33876755217739
ENSG00000163632	0.252905038047788	1.19160413749886	5.6709469629162	2.19047939527151	0.0403613372701165	0.114379333395564	-4.33954332888177
ENSG00000167670	0.28395800150301	1.21753057444434	6.64180396860609	2.19044291682245	0.0403643394057784	0.114379333395564	-4.33960943168302
ENSG00000101974	-0.220089473955501	-1.16480582387815	4.83699313695552	-2.1903820481462	0.0403693492830052	0.114379333395564	-4.33971973066298
ENSG00000144567	0.306964899773888	1.2371023800868	8.96066770170675	2.19031505504563	0.0403748638941429	0.114379333395564	-4.33984112544531
ENSG00000196156	0.170615570934909	1.12553862848524	3.60189670554705	2.19008142136666	0.0403941010807561	0.114417713638744	-4.34026446348262
ENSG00000279065	0.189839444913476	1.14063676927142	3.9987264299969	2.19000852701673	0.0404001048451757	0.114418604216495	-4.34039654050085
ENSG00000087274	-0.254706120997428	-1.19309268362435	9.16289256560407	-2.18975641208482	0.0404208759436605	0.114461311757668	-4.34085332608016
ENSG00000197958	0.536172230442716	1.45011993938069	5.28415990697729	2.18940211411815	0.0404500820853925	0.114520117155968	-4.34149519441454
ENSG00000110931	-0.236278691028205	-1.17795031687535	7.08884218714962	-2.18935034414685	0.040454351292693	0.114520117155968	-4.34158897884635
ENSG00000180626	0.554832104941049	1.46899766727728	4.64372706697569	2.1892973037414	0.0404587256920666	0.114520117155968	-4.34168506334922
ENSG00000119698	-0.4489700524472	-1.36506538147953	4.29069451960537	-2.18872916990515	0.0405056084132563	0.11463668601168	-4.34271416845354
ENSG00000149547	0.36661717630483	1.28932607850407	9.29077262624188	2.18865167527166	0.0405120071486557	0.11463866269405	-4.34285452794541
ENSG00000169314	-0.18841537138896	-1.1395114107239	5.72887109615198	-2.18857300095343	0.0405185042327926	0.114640917082962	-4.34299702101133
ENSG00000115266	0.190409372450693	1.14108745961713	5.13186407482489	2.18761772930839	0.040597468275063	0.114848176182275	-4.34472693802498
ENSG00000082213	-0.429443355809388	-1.34671386544627	7.93035286311727	-2.18741780803983	0.0406140117673446	0.114878817250783	-4.34508892061231
ENSG00000161888	0.374202130068962	1.29612254711236	5.07138029842274	2.18727991467649	0.0406254260269206	0.114889727768201	-4.34533858215782
ENSG00000112378	1.02938058046279	2.04114769872335	9.74013071917579	2.18723318712299	0.0406292946092907	0.114889727768201	-4.34542318212375
ENSG00000153002	0.270235120364731	1.20600435784557	4.20744242336249	2.18710015133609	0.0406403105034355	0.11490472157101	-4.34566403662907
ENSG00000236859	0.400932203150137	1.32036079158447	6.52098544753215	2.18697053051411	0.0406510462418296	0.114907420755171	-4.34589869994519
ENSG00000196787	0.574117125264866	1.48876611580769	4.10620096132727	2.18695065684821	0.0406526924903308	0.114907420755171	-4.34593467814169
ENSG00000122678	0.4096675021143	1.32837962719892	7.03052530670643	2.18684354002536	0.0406615666303995	0.114916352797072	-4.34612859314805
ENSG00000239213	0.593769100038948	1.50918440776202	6.82256475140959	2.18676919639782	0.0406677266981221	0.114917612986642	-4.34626317500773
ENSG00000264243	0.138994472623148	1.10113737931801	5.02028171293279	2.18645393331469	0.0406938586527984	0.114960569092042	-4.34683385462561
